ItemName_Base.TatteredPaper = "破旧的纸张",
UI_ImmersiveLore_Story_109_Title = "衍生情诗",
UI_ImmersiveLore_Story_10_Content = "致所有发现这封信的人, 我希望你在这个悲惨的世界里并不孤单. 我写下这封信作为最后的遗言, 记录我们曾经的点点滴滴. 我们是一群幸存者, 被希望和韧性紧紧联系在一起. 我们拼尽全力活下去, 面对成群的亡灵和不断侵蚀的黑暗. 我们组成了一个类似家庭的群体, 在混乱中彼此相伴, 寻求慰藉. \n\n但我们一个接一个地倒下, 被无情的冲击击垮. 我是最后一个留下的人, 怀着沉重的心情, 我写下这些文字. 要知道, 我们曾英勇奋战, 我们的精神始终不屈不挠, 直到最后一刻. 愿这封信成为我们力量的证明, 并提醒我们永不放弃希望. 传承我们的记忆, 共创更美好的未来. 你并不孤单. 我们或许已逝, 但我们的精神永存.",
UI_ImmersiveLore_Story_10_Title = "最后的遗言",
UI_ImmersiveLore_Story_110_Content = "这件衬衫属于: \nRICKY LOWELL\n电话 555-0182\n如寻获, 请归还! \n谢谢! ",
UI_ImmersiveLore_Story_110_Title = "未缝合的姓名牌",
UI_ImmersiveLore_Story_111_Content = "我的计划很简单, 带上一些补给, 接上乔, 然后滚出诺克斯县. 我抓起最后两罐桃子、一把最大的菜刀和一瓶水, 悄无声息地走出前门, 穿过马路, 来到乔的家. 当我走近时, 我听到了沉闷的噼啪声. 我沿着前路走到乔家门口, 沉闷的噼啪声越来越大, 一股烧焦的味道突然充斥着我的鼻子. \n我打开门走了进去. 环顾烟雾缭绕的走廊, 我没有发现任何人的踪迹, 于是走到楼梯口, 慢慢地往上走. 我用一块抹布捂住嘴, 尽可能小地吸了一口气. \n\"乔, 你在上面? \"我尽可能大声地喊道. 不到三秒钟, 我的问题就得到了回答, \"砰砰\", 卧室的门突然打开, 整个楼梯平台充满了橙色的光芒, 向我扑来. 火焰是乔, 他被撕开的喉咙里发出一声粗重的咕噜声. \n我猛地转身, 跑下楼梯, 冲出前门, 砰地一声关上, 穿过街道, 翻过篱笆. 我深吸一口气, 回头看了看乔的住处, 火势已经吞噬了前屋, 乔站在窗边, 一动不动, 就像一座被火焰吞没的雕像. 直视着我. \n很抱歉, 我没能救你, 乔",
UI_ImmersiveLore_Story_111_Title = "我看着他被烧死",
UI_ImmersiveLore_Story_112_Content = "第六天 - 我和父母离开这座城市已经快一周了. 爸爸说感染者不会好转. 这个检查站的军人不跟任何人说话, 我希望一切都恢复正常. \n第八天 - 军队撤走了! 我们被直升机的轰鸣声吵醒, 卡车启动了, 还没等人们发现发生了什么事, 他们就都走了. 病人在栅栏边, 我想他们可能会把栅栏弄坏. 爸爸妈妈说我们得往西走\n第九天——我们被撞出了公路, 那些人, 他们枪杀了我爸爸, 然后开着我们的车逃走了. 我和妈妈跑进了森林. 他们为什么这么做? 为什么会发生这种事! \n第十天——那些人回来了, 差点就找到我了. 妈妈说我们会找个有屋顶的地方睡觉. 我想我们可能在城镇附近, 但我不确定. 我们需要尽快穿过这片森林\n第十二天——我们现在安全了. 我们偷偷溜进了这所房子, 找到了一些食物和四瓶水, 我们在卧室里轮流守在外面. 我希望我们能渡过难关. ,
UI_ImmersiveLore_Story_112_Title = "简的日记",
UI_ImmersiveLore_Story_113_Content = "亲爱的申请人, \n在此, 我们感谢您申请罗斯伍德消防局的消防员职位. \n如您所知, 我们已收到 200 多份申请, 罗斯伍德消防局目前仅剩 7 个名额. \n在与周边消防部门多次沟通后, 我们决定将申请分散到县内所有消防局. 这意味着, 如果您通过了筛选, 您可能会被调到县内的其他消防局. \n谢谢您, 祝您好运\n局长乔治·里奇伍德",
UI_ImmersiveLore_Story_113_Title = "职位申请",
UI_ImmersiveLore_Story_114_Content = "我为什么要拿着奖学金去路易斯维尔? 我想念家人, 我讨厌这次封锁, 我只想回家. 情况很糟糕, 我只能孤零零地困在这里…我的室友病了, 我不想靠近他, 现在脸色苍白得像一团云. 我该怎么办? 我回家了吗? 好吧, 至少现在不用担心学生贷款了…",
UI_ImmersiveLore_Story_114_Title = "想家",
UI_ImmersiveLore_Story_115_Content = "你进入了一个黑暗的地方. \n这里漆黑一片. 你很可能会被怪物吃掉.",
UI_ImmersiveLore_Story_116_Title = "公共烧烤传单",
UI_ImmersiveLore_Story_117_Content = "Compuware DOORWAYS\n操作系统 3.1 版\n\n$149\n\nCompuware Doorways 操作系统增强了 CW-DOS 功能, 让您的电脑更易于使用. Doorways 简洁易用, 快来亲身体验吧! 你可以用 Doorways 软件制定计划. 还可以保存数据, 以便在您常用的 CW-DOS 程序中使用. 加入全球数百万将 Doorways 选为标准操作系统的用户吧! \n\n易于安装、学习和使用. \n\"快速安装\"会自动将 Doorways 操作系统安装到您的电脑上.",
UI_ImmersiveLore_Story_117_Title = "被撕碎的 Doorways 3.1 软件包装",
UI_ImmersiveLore_Story_118_Content = "Linda, \n外面的情况越来越糟了. 人们都疯了. 像罗斯伍德这样的小地方很快就会被从马尔德劳逃走的人袭击. 我正在收拾东西. 去个更安全的地方. 这家店有大栅栏和金属门, 以防有人想出什么蠢事, 你知道吗? 我邀请你来这里, 至少在我军队进驻之前待着. 我想在那里看到你, 确保你的安全. 我关心你. \n\nPB 汽车场. 沿着60号公路向西, 邮局路口, 旧战场对面. 我会去的.",
UI_ImmersiveLore_Story_118_Title = "未发出的邀请",
UI_ImmersiveLore_Story_119_Title = "鲍比的信",
UI_ImmersiveLore_Story_11_Content = "亲爱的爸爸妈妈, \n\n我希望你们有一天能找到这封信. 我已经很久没见到你们了, 我对你们的思念难以言表. 这个世界变成了一个可怕的地方, 我不得不非常勇敢. 但有时, 当夜深人静, 僵尸在外面呻吟时, 我真的很害怕. 我希望你们在这里紧紧抱住我, 告诉我一切都会好起来的. 好的. \n\n我和其他幸存者交了朋友, 我们互相照顾. 我们分享食物和故事, 也试着找些有趣的事情做. 有时我们会在废弃的房子里玩捉迷藏, 但没有你, 一切都不一样了. 我希望我能再次听到你的笑声, 看到你的笑容. \n\n我找到了一盒蜡笔, 我画画来纪念你. 我画我们的老房子, 还有我们曾经在公园野餐的阳光灿烂的日子. 我画彩虹和花朵, 因为它们让我感到快乐. 我希望你能看到这些画, 记住我们在一起的美好时光. \n\n请相信我全心全意地爱你, 我永远不会停止再次见到你的希望. 在那之前, 我会一直勇敢, 铭记你给我的爱. \n\n爱你的, \n\n你的小幸存者",
UI_ImmersiveLore_Story_11_Title = "爱在黑暗",
UI_ImmersiveLore_Story_120_Content = "1. 食人族? 受害者身上到处都是咬痕, 被冲上河岸, 大部分器官被撕碎/缺失\n2. 管辖范围. 直到尸体身份确认, 这家伙可能来自任何地方, 甚至可能来自印第安纳\n3. 第二个受害者也这样. 再发现一位受害者, 这案子就会变成连环杀人案. 我真的不想让联邦调查局介入, 更别提州政府了. \n4. 尸体解剖显示 TOD 发生在 4 天前. 受害者 1 发生在 6 天前, 在桥边的树林里被发​​现\n5. 可能有多名罪犯, 一个人不可能赤手空拳就把别人的肠子撕开",
UI_ImmersiveLore_Story_120_Title = "食人族案件笔记",
UI_ImmersiveLore_Story_121_Content = "这是个恶作剧吗? 我终于攒够钱买了一台全新的电脑, 它内置 CD 光驱, 具备播放功能, 还有沉浸式音频, 这样我就可以玩 CD 游戏了, 比如 CD 版的《国王密使5》, 而且还有全程语音. 说实话, 我被它的沉浸感震撼了, 就像在和真人演员互动一样! 当然, 早在1991年这款游戏以软盘形式发行的时候, 我就通关了, 但我觉得这应该是一个很好的测试, 看看这款游戏到底有多厉害. 我准备出去买几款 CD 游戏, 看看我错过了什么. 但现在我买不起了, 为什么? 因为一场该死的僵尸末日爆发了! 而且看起来这种情况也持续不了多久, 我家附近有几百只僵尸, 却没有人采取行动, 我想军方已经…放弃了我们. 太棒了! 我正准备一睹游戏的未来, 却被一群灰皮肤的混蛋毁了. 我曾在一本电脑游戏杂志上看到过一款游戏, 名字叫《迷雾》(Mist) 什么的, 好像他们拼得不一样? 我不记得了, 反正那本杂志吹嘘说它有 3D 渲染画面、全视频播放, 还有那个可以让你穿越到不同世界解谜的时代系统. 看起来很酷吧? 它本来可能会是开创性的, 本来计划今年发售, 但考虑到我周围的世界正在崩塌, 这似乎已经不可能了. 太棒了! \n\n我都不知道为什么要写这些, 我想我需要发泄一下, 毕竟我在那台电脑上花了不少钱, 估计得去抢附近的零售商, 买一堆游戏在政府关门前玩玩…至少我不用担心工作了. 至少明天如此.",
UI_ImmersiveLore_Story_121_Title = "我买了台新电脑, 结果就发生这种事! ? ",
UI_ImmersiveLore_Story_122_Content = "*还没开始读, 你就注意到日记缺了一半甚至更多页*\n\n操. 我今天早上起床准备开车北上. 我本来计划突袭警察局, 想看看有没有弹药之类的东西落下. 还没开过高速公路的弯道, 我的引擎盖就开始撞上一堆尸体. 它们开始向我涌来, 我越往前开, 撞上去的尸体就越多. 说实话, 那玩意儿真吓人. 就算我的车全副武装, 如果太多尸体围上来, 我也绝对出不去. \n\n说不定最后会被卡在一堆堆的内脏和粪便上. 所以我迅速掉头, 飞快地向南开去…但我不傻. 我很清楚, 很快, 所有来自西部的怪胎…点会开始在这里跌跌撞撞, 到时候我得赶紧想清楚是走是留. 我拒绝被吃掉, 拒绝变成那种东西, 拒绝像那样出去. 我花了很多时间强化自己, 储备物资, 但如果最终是我和一千只行尸走肉, 我选择我自己, 无论我得留下什么. \n\n我还是开始往后备箱和后座塞装备和补给吧…我可能有足够的弹药去对付一群行尸走肉, 也可能没有足够的, 但我不打算为了找到答案而把它们都烧光. 再说…现在, 我宁愿把弹药留给别人, 而不是那些死人. 我已经经历过一次枪战了, 他们的尸体还在街上腐烂; 我每次开车都会碾过他们. \n\n这才是一个故事…我记得是…两周前? 我当时没记下来. 说实话, 直到现在, 我都还是个郁闷鬼, 因为失去了医生和亚历克斯 (奥斯卡是个傻逼, 妈了个逼的) , 再加上孤身一人. 有一天, 我走出诊所, 想四处看看, 或许去酒吧, 看看能不能喝点东西, 这时不知从哪儿冒出来一辆车. 他们一开始没发现我. 我紧张起来, 说实话. 我愣在原地一动不动, 步枪背在身后, 手枪挂在腰间. 他们下了车, 一共四个人. \n\n一个拿着金属棒球棒, 一个拿着消防斧, 还有两个人拿着格洛克手枪和砍刀. 他们先是开始四处张望, 也许其中一个人是附近的人, 我不知道, 但当一个人朝街上望去, 然后停在我面前时, 一切都变了. 我想他的沉默告诉了其他人有什么事, 因为他们都看向了我. \n\n记住…我一直在练习射击. 我从10岁起就参加比赛, 尤其是快速拔枪. 现在我24岁了, 还积累了沙漠风暴行动的战斗经验. 总之…我想从一开始, 这些家伙就认定我的装备值得冒险, 他们的道德准则也值得. 我们都站在那里, 面面相觑, 就像被车灯照到的鹿一样, 直到车对面那个高个子的人去拔枪. 另一个人也照做了, 然后拿斧头和蝙蝠的家伙跳起来躲开了——真聪明. \n\n问题是, 司机和另一个家伙甚至还没来得及清理枪套, 我就把他们一枪打掉了. 靠近的那个家伙还没死, 他开始大叫, 试图捡起他掉在地上的枪. 他拿蝙蝠的伙伴也想去捡. 我先打了他一下, 大概打了三次, 他倒下了, 拿手枪的家伙才举起了枪. 他开始疯狂地向我射击, 显然没有瞄准, 但我还是跑到墙后找个掩护. 我想是出于本能. \n\n当时, 斧头男跑回羊圈去拿死去司机的零件, 并帮助他的伙伴重新站起来. 他们俩都开始朝我的方向开枪, 但我一直绕到另一边, 在小巷里包抄他们, 而且很有效. 砰砰砰, 砰砰砰, 两人都死了. 我去拿他们的枪搜身, 就在我收拾好一切的时候, 尸体从树林里踉踉跄跄地走了出来. \n\n嗯, 现在已经过去两周了, 街上基本都很安静, 但这里很快就会改变. 我不知道他们要花多长时间才能从拐弯处走到这里, 但我真的很想知道, 当他们出现的时候, 我是否真的想待在这里. ,
UI_ImmersiveLore_Story_122_Title = "Mordecai 的日记, 条目 2",
UI_ImmersiveLore_Story_123_Content = "我的视力现在越来越模糊了. 真是的. 我已经三天没注射胰岛素了. 现在我的血液可能比该死的糖浆还要甜. 他们为什么要这么做? 一场暴乱就关闭所有药店? 人们要么被困在围栏的这一边, 要么被困在另一边, 拿不到药, 无论如何都会被困住. 我知道有些白痴以为他们可以快速嗨起来, 但我们其他人只会慢慢死去. 大多数人只想要流感药, 所有人都在谈论人们生病. 而我却被困在这里, 像一头没有驼峰的骆驼一样喝着灰色的自来水, 只吃奶酪条, 就像回到了四年级一样. 我不想这样死去, 但该死的, 我不知道我还能做什么.",
UI_ImmersiveLore_Story_123_Title = "草率的写作咆哮",
UI_ImmersiveLore_Story_124_Content = "在这一切发生之前, 我从未离开过路易斯维尔. 我甚至从未在印第安纳州待过超过几个小时. 那还有什么意义呢? 我曾在城里工作, 也曾在城里生活, 妈妈和拉肖恩也是如此. 一切都在那里. 全世界, 从拳击到击球, 路易斯维尔就是一切. \n\n而现在我却在这里. 坐在这个棚子里. 不知道这是谁的, 我不太在意, 我希望他也不知道, 因为现在是我的了, 我不想和他打交道. 但如果他在外面, 那他就疯了. 外面的一切都疯了. 军队开枪打人, 人们互相咬伤, 汽车着火, 直升机不给我们送食物和水, 而是拍摄我们. 疯了. \n\n我真的不知道这一切是怎么发生的. 我是怎么到这里来的. 我只是上了车, 开走了. 街上到处都是人, 到处都是人, 被追赶. 妈妈我病了, 拉肖恩出去拿药, 没回家. 我就离开了. 我再也受不了了. 坐在中间, 看着一切都崩塌. 整个世界都消失了. 我把它抛在了身后. \n\n但这里很安静. 没有人奔跑, 没有枪声, 也没有不该发生的火灾. 只有风声、木头的味道, 以及所有那些看起来像是已经存在多年的东西. 一切都很正常, 一成不变. 就像什么都没发生过一样. 我对这一切一无所知, 但感觉就像两周来我第一次回家一样. 尽管我听不到街上驶过的汽车, 听不到隔壁院子里玩耍的孩子, 也听不到妈妈叫拉肖恩给她拿遥控器. \n\n这就是我现在所需要的一切. 这就是我需要的全部世界. 只有安静, 只有墙壁, 没有任何东西, 只有我. 这就是我所需要的一切. 这就是一切. ,
UI_ImmersiveLore_Story_124_Title = "世界",
UI_ImmersiveLore_Story_125_Title = "奇怪的电子游戏广告",
UI_ImmersiveLore_Story_126_Content = "1987 年骑士·飞镖\n运行良好\n排气歧管周围有点冒烟\n底盘坚固耐用\n车门轴和叶子板表面有些生锈\n省油\n三速自动变速箱\n1.5 升 MASTERSON 发动机\n750 美元. 电话: 555-0121",
UI_ImmersiveLore_Story_126_Title = "汽车出售卡片",
UI_ImmersiveLore_Story_127_Content = "我叫 Oliver, 如果你正在读这篇文章, 那太好了, 这意味着你还活着, 如果你想继续活下去, 就去 March Ridge. 学校附近有一个地堡, 我要去那里我听说其他人也在那里. 我一直在路上留字条, 所以如果你发现了, 就留给下一个人吧. 慢慢来, 抱有希望, 我们会在那里等你. ,
UI_ImmersiveLore_Story_127_Title = "抱有希望",
UI_ImmersiveLore_Story_128_Content = "我叫奥利弗, 如果你是从我的笔记里看到这里来的, 别担心, 我把所有带不走的东西都留下了. 我本来打算留下来看看有没有人会来, 但越来越明显的是, 即使有人来也无所谓. 你也见过, 你知道那是什么滋味. 就这样吧, 我要试着去密苏里州, 我的家人在那里, 即使他们没能活下来, 我也认为他们应该得到一个体面的安葬. 希望破灭了, 朋友, 唯一的希望就是活得足够久, 直到老死, 而不是变成那些吃人的怪物. 如果有人读到这篇文章, 那你就已经死了, 只是你还不知道而已.",
UI_ImmersiveLore_Story_128_Title = "希望破灭了",
UI_ImmersiveLore_Story_129_Title = "沾满鲜血的皱巴巴的纸条",
UI_ImmersiveLore_Story_12_Content = "亲爱的日记 (以及所有可能找到这张纸条的幸存者们), \n\n今天我和僵尸经历了一次极其搞笑的遭遇. 想象一下: 我正偷偷溜进一家废弃的杂货店, 四处寻找补给, 不小心撞倒了一个摆满罐头食品的架子. 这声音引来了附近的一只僵尸, 它踉跄着向我走来, 我做了唯一能想到的事——朝它扔了一根香蕉. \n\n没错, 一根香蕉! 我是说, 谁知道僵尸会像老动画片里那样踩到香蕉皮滑倒呢? 这感觉就像在看一场滑稽的喜剧表演. 那只僵尸倒下的速度比一袋土豆还快. 看着它在湿滑的地板上挣扎, 我忍不住大笑起来. \n\n我我知道, 这策略很奇怪也很荒谬, 但危急时刻需要孤注一掷, 对吧? 而且, 它让我振奋起来, 让我意识到即使在最黑暗的时刻, 也能找到欢笑. \n\n所以, 幸存者们, 如果你感到沮丧或需要好好笑一笑, 不妨想想香蕉的力量. 它不仅是美味的零食, 还能成为僵尸的绊脚石. 只要确保你有一个备用计划, 以防他们重新站稳脚跟! \n\n注意安全, 继续欢笑, \n\n香蕉强盗",
UI_ImmersiveLore_Story_12_Title = "溜走",
UI_ImmersiveLore_Story_130_Content = "关节骨与踝骨相连. \n踝骨与颈骨相连. \n颈骨与牙骨相连. \n牙骨与眼骨相连. \n眼骨与骨头相连. \n骨头与骨头相连. \n骨头. \n骨头. \n骨头. \n骨头. \n骨头. \n骨头. \n骨头. \n骨头. \n骨头. \n",
UI_ImmersiveLore_Story_130_Title = "骨头",
UI_ImmersiveLore_Story_131_Content = "回到货车 X\n清理旧步枪 X\n挖出弹药库 X\n监视火警塔 X\n设置陷阱 X\n打电话给爸爸妈妈",
UI_ImmersiveLore_Story_131_Title = "一个杀死你所有敌人的计划见面吧",
UI_ImmersiveLore_Story_132_Content = "快停电吧, 我等不及了. 所有东西都发出各种该死的噪音. 冰箱嗡嗡作响, 热水器嘶嘶作响, 恒温器咔哒作响, 上帝保佑时钟不要滴答作响. 滴答滴答, 滴答滴答, 我们称之为时钟的恶魔在滴答作响. 只需要再过几周. 再过几周, 滴答滴答滴答滴答滴答滴答的声音就会消失, 取而代之的是美丽的寂静, 我就能再次微笑. 如果它们还有生命, 我就会杀了它们. 邪恶的东西. 怪物. 滴答滴答滴答滴答…会让我进精神病院的.",
UI_ImmersiveLore_Story_132_Title = "等不及了",
UI_ImmersiveLore_Story_133_Content = "那么你继续下去的理由是什么? 除非你产生了妄想——而且没有任何主见——一切已无可挽回. 但你正在读这篇文章, 这意味着你还活着. 为了什么? 为什么? 一定有什么原因, 有什么目的, 有什么意义. 以前, 我们都有借口, 都有逃避真正答案的方法. 升职, 买新车, 看着孩子们长大, 熬到退休. 但现在呢? 你为什么来到这里? 我可能早就走了. 但我写这篇文章也是有原因的, 即使我永远也不会知道答案. 我很好奇. 我自己无法完全回答, 但我有这个想法. 我一直想知道别人在做什么, 他们在做什么, 以及为什么. 我很少得到答案, 但这从未阻止我去问. 也许这就是重点. 也许我好奇是因为我也想让你知道, 事情是什么, 为什么. 并不是想让你反思、自省, 或者不管怎样, 你和我一样忙着活下去, 努力活下去, 但你肯定有时会问自己为什么. 为了什么? 如果你明白了, 那很好. 如果你不明白, 也没关系. 无论如何, 你都有自己的理由. 一些让你坚持下去的理由, 一些让你不放弃的理由, 一些让你躺下死去然后毫无理由地爬起来的理由. 我希望你能找到你活着的意义. 我希望我们中至少有一个人能找到, 我和你一样, 我希望有一天我也能找到.",
UI_ImmersiveLore_Story_133_Title = "意义之问",
UI_ImmersiveLore_Story_135_Content = "这只是预防措施; 如果你没能痊愈, 我希望你能找到这张纸条. 我和你有如此强烈的联系, 所以这张纸条必须找到你, 我亲爱的瑞克. 现在已经10个小时了; 我一直在分秒必争. 我知道往坏处想是不对的, 我也知道你总是告诉我不要这样做, 但我控制不住自己. 我的身体很虚弱; 我感觉不舒服. 我很困惑; 我很害怕. 货车里很冷, 没有你感觉更冷; 真是太冷了. 我知道我应该和你一起出去, 试着帮你找到更多的弹药. 我无法摆脱这种恐惧的感觉, 瑞克. 我希望我当时在你身边. 请快点回到我身边; 我比以往任何时候都更需要你. 我记得你第一次消失超过几个小时; 我崩溃了. 我不能再经历那种感觉了. 瑞克, 求你了, 回到我身边. 我再也不会把你的安全视为理所当然. 只有你能帮我控制这些情绪; 只有你能帮助我. 我孤身一人; 你第一次见面时就知道了. 你知道我有多珍惜我们相遇的那一天吗? 对不起, 我的爱人. 瑞克, 我为你可能造成的任何痛苦感到抱歉. 请原谅我, 回到我身边. 我不想看到你受伤, 不想看到你血流满面…我好害怕. 我知道我无法像你那样保护你, 但我保证我有用. \n我需要你知道, 你是我血液中的红色, 你是我的血管. 我的爱人、伴侣和一生挚友, 永远不会消失.",
UI_ImmersiveLore_Story_135_Title = "露西亚的梦",
UI_ImmersiveLore_Story_136_Content = "我必须救你, 露西亚. 我又看到你在半夜哭泣了. 你知道这他妈的让我有多心碎吗? 我答应过要永远保护你, 我会的. 我不会让任何人或任何事伤害你, 露西亚. 我会让你知道, 生活远比你想象的要丰富. 我知道你我都不是健康生活的完美典范, 但我发誓, 即使在这种新的常态下, 我也会让你知道自由的意义. 不受疾病、情绪和紊乱束缚的感觉是怎样的\n我读完了日记. 对不起. 我知道我不应该, 但我保证这都是为了你好. \n请相信我; 这真的是为了你好. \n我知道情况可以好起来; 我知道很快就会好起来. 因为我了解你, 我了解你内心最深处的部分. \n我知道你有多纯洁, 即使外面血腥、血腥、混乱. 我知道你的眼睛是如何因为最简单的事情而闪闪发光的; 我知道当我们出去淘宝, 你找到一些漂亮的东西时, 你会多么高兴, 甚至即使它对生存毫无用处. 即使它只是一个手镯, 一个涂鸦, 我知道人性仍然存在, 因为你身上有它, 我亲爱的露西亚. 我了解我的露西亚; 我知道你很快就会好起来. \n今天, 我要出去再搜刮几栋房子, 我保证会给你带些让你开心的东西. 没有人会像你一样爱我; 我知道. \n为我而活, 我保证这会治愈你.",
UI_ImmersiveLore_Story_139_Content = "... 经验丰富的徒步旅行者对荒野小屋并不陌生, 它是一种重要的便利设施, 甚至可以说是救命的工具, 但许多新手背包客并不知道. \n\n荒野小屋通常是一个一到两个房间的小木屋, 里面备有简单的生存工具和干货, 供有需要的探险者使用, 旨在由所有背包客在遵守荣誉准则的情况下共享. 不要携带超过你需要的东西, 尽量替换你能替换的东西, 并始终尊重任何可能需要与你共享住所的人. 这些简易小屋由公园管理部门和私人业主建造, 专门用于保护世界各地偏远或危险地区的徒步旅行者, 从肯塔基州的乡村林地到阿尔卑斯山的严寒峭壁. \n\n在英国群岛, 荒野小屋通常被称为\"bothy\", 而在欧洲大陆, 它们可能被称为\"露营...\"",
UI_ImmersiveLore_Story_139_Title = "从背包旅行杂志上撕下来的一页",
